Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Performance,Experience,Status,Work_Mode,Salary,Year,Country,City,Age,Job_Level
EMP0451394,Iris Spreeuw,IT,Software Developer,2015-12-23,Satisfactory,14,Active,Remote,166978.0,2015,Netherlands,The Hague,41,Senior
EMP1916690,Elenore Otto B.A.,Finance,Financial Analyst,2023-12-29,Good,8,Active,Hybrid,84689.0,2023,Germany,Hamburg,30,Mid
EMP0584656,Dipl.-Ing. Raisa Neuschäfer B.A.,IT,Data Engineer,2008-03-24,Needs Improvement,11,Active,On-site,134097.0,2008,Germany,Frankfurt,39,Senior
EMP0652794,Arthur Guillou,Sales,Sales Director,2026-03-04,Excellent,2,Resigned,On-site,39521.0,2026,France,Marseille,29,Junior
EMP1224597,Adrien Valette,IT,System Admin,2017-08-24,Good,6,Active,Hybrid,85603.0,2017,France,Toulouse,31,Mid
EMP1649496,Georges de la Perrin,HR,HR Coordinator,2025-04-07,Excellent,7,Resigned,On-site,63709.0,2025,France,Lyon,31,Mid
EMP1523283,Elliott Hilton,Sales,Sales Director,2009-06-28,Good,24,Active,On-site,280622.0,2009,United Kingdom,Manchester,54,Director
EMP1456147,Darren Williams,HR,Talent Specialist,2008-03-24,Satisfactory,14,Active,Remote,150045.0,2008,United Kingdom,London,41,Senior
EMP1382642,Audrey Benard,Finance,CFO,2024-08-05,Good,5,Active,On-site,89527.0,2024,France,Toulouse,27,Mid
EMP0180423,François Fouquet,HR,HR Coordinator,2025-10-24,Good,2,Active,On-site,46788.0,2025,France,Nice,26,Junior
EMP0378866,Evy van de Kooij,IT,IT Manager,2023-03-02,Good,5,Active,Hybrid,105416.0,2023,Netherlands,The Hague,30,Mid
EMP0195179,Svenja Walter,HR,HR Coordinator,2026-03-13,Good,6,Active,Hybrid,61168.0,2026,Germany,Frankfurt,33,Mid
EMP0219179,Christiane Clément,Sales,Regional Lead,2017-07-22,Satisfactory,5,Active,On-site,70365.0,2017,France,Toulouse,31,Mid
EMP1932851,Marc Potter,IT,Data Engineer,2024-05-16,Good,0,Active,On-site,60708.0,2024,United Kingdom,Leeds,23,Junior
EMP0805942,Amalie Kruschwitz MBA.,IT,IT Manager,2009-03-12,Satisfactory,15,Active,Hybrid,172797.0,2009,Germany,Munich,47,Senior
EMP1872600,Mark Blake,Sales,Business Development,2025-09-22,Needs Improvement,3,Active,Hybrid,59435.0,2025,United Kingdom,Leeds,25,Junior
EMP0841946,Dr Vincent Richards,Sales,Sales Executive,2019-02-25,Satisfactory,0,Active,On-site,51517.0,2019,United Kingdom,Manchester,26,Junior
EMP0357416,Aaron Ahmed,IT,DevOps Engineer,2019-09-17,Good,13,Active,Remote,143284.0,2019,United Kingdom,Edinburgh,36,Senior
EMP0059758,Michèle Humbert,IT,Data Engineer,2024-09-01,Good,1,Active,Hybrid,48089.0,2024,France,Lyon,28,Junior
EMP1786494,Dipl.-Ing. Yilmaz Heinz,Sales,Regional Lead,2021-12-07,Excellent,8,Active,Remote,103044.0,2021,Germany,Hamburg,33,Mid
EMP0684520,Benvenuto Depero,Sales,Sales Manager,2020-08-09,Good,2,Resigned,On-site,46930.0,2020,Italy,Turin,27,Junior
EMP0066368,Kyra van Bunschoten,Sales,Sales Executive,2021-06-15,Satisfactory,15,Active,Remote,146935.0,2021,Netherlands,The Hague,35,Senior
EMP0733200,Aya Doornhem,Sales,Business Development,2017-11-09,Excellent,0,Active,Remote,41475.0,2017,Netherlands,Utrecht,24,Junior
EMP1212426,Sina Fritsch,Finance,Finance Manager,2024-03-12,Satisfactory,4,Active,Remote,78088.0,2024,Germany,Munich,30,Mid
EMP0142289,Oliver Coleman-Holmes,HR,HR Director,2025-05-09,Good,2,Terminated,On-site,45008.0,2025,United Kingdom,Manchester,31,Junior
EMP1828322,Julián del Pedrero,IT,DevOps Engineer,2024-10-08,Good,0,Active,Remote,50292.0,2024,Spain,Seville,24,Junior
EMP0634164,Thomas du Moreau,Sales,Sales Manager,2024-03-08,Excellent,4,Active,On-site,93123.0,2024,France,Toulouse,29,Mid
EMP1535556,Rosa-Maria Neuschäfer,Sales,Sales Executive,2026-02-21,Good,4,Active,Hybrid,87768.0,2026,Germany,Frankfurt,27,Mid
EMP0041658,Begoña Serna Godoy,HR,Recruiter,2008-03-24,Satisfactory,7,Active,On-site,68113.0,2008,Spain,Bilbao,41,Mid
EMP1247024,Tola Iwanczyk,Operations,Supply Chain,2022-03-16,Good,0,Active,Hybrid,45947.0,2022,Poland,Poznan,26,Junior
EMP0142146,Anthony Palmer,IT,Data Engineer,2026-03-19,Excellent,3,Active,On-site,65061.0,2026,United Kingdom,Edinburgh,28,Junior
EMP1707708,Raphaela Ring,Operations,Operations Director,2016-02-10,Satisfactory,8,Active,On-site,100531.0,2016,Germany,Cologne,37,Mid
EMP0669714,Calogero Pieper,Operations,Supply Chain,2025-01-06,Excellent,0,Active,Hybrid,41698.0,2025,Germany,Hamburg,27,Junior
EMP0518087,Fredo Quasimodo,IT,Data Engineer,2025-05-26,Satisfactory,4,Active,On-site,100110.0,2025,Italy,Venice,26,Mid
EMP1975898,Sepp Zimmer,Operations,Supply Chain,2024-08-31,Needs Improvement,0,Active,On-site,53572.0,2024,Germany,Hamburg,27,Junior
EMP0822593,Amy Green,Sales,Regional Lead,2023-07-26,Good,8,Active,On-site,81508.0,2023,United Kingdom,Edinburgh,29,Mid
EMP0823332,Frau Thea Sager,IT,Data Engineer,2008-05-31,Good,1,Active,Remote,61745.0,2008,Germany,Frankfurt,32,Junior
EMP0387478,Geert Holzapfel,Sales,Business Development,2019-08-06,Excellent,15,Active,On-site,139705.0,2019,Germany,Munich,35,Senior
EMP0844762,Eliana Montesano,IT,Software Developer,2024-07-14,Excellent,2,Active,On-site,50182.0,2024,Italy,Venice,24,Junior
EMP1754468,Arthur Davidson,IT,Software Developer,2022-11-16,Satisfactory,3,Active,Remote,65507.0,2022,United Kingdom,London,32,Junior
EMP1563884,Ing. Ortrun Loos B.A.,Sales,Regional Lead,2011-08-04,Excellent,11,Active,On-site,125448.0,2011,Germany,Hamburg,37,Senior
EMP0271928,Serafina Briccialdi,Sales,Sales Manager,2018-09-25,Needs Improvement,19,Active,On-site,193607.0,2018,Italy,Naples,40,Director
EMP0980984,Imelda de Bastida,IT,IT Manager,2020-02-24,Needs Improvement,9,Active,Remote,128988.0,2020,Spain,Valencia,32,Senior
EMP1191884,Dott. Fulvio Pizziol,HR,HR Manager,2018-10-29,Needs Improvement,11,Active,Hybrid,126596.0,2018,Italy,Milan,35,Senior
EMP1644186,Hans-Karl Rogner B.Eng.,Finance,Finance Manager,2019-03-04,Satisfactory,11,Resigned,Remote,127992.0,2019,Germany,Cologne,32,Senior
EMP1537100,Kerry Smith-Johnston,IT,Software Developer,2008-03-24,Excellent,14,Active,Remote,147008.0,2008,United Kingdom,Leeds,46,Senior
EMP1003914,Kayleigh Stevens-Davies,Sales,Sales Executive,2021-12-01,Satisfactory,2,Terminated,Remote,42254.0,2021,United Kingdom,Manchester,25,Junior
EMP0062879,Callum Richardson,IT,System Admin,2010-09-21,Satisfactory,7,Active,On-site,93328.0,2010,United Kingdom,Edinburgh,35,Mid
EMP0519800,Dott. Daniele Brugnaro,Operations,Operations Analyst,2023-05-15,Satisfactory,6,Active,Remote,80519.0,2023,Italy,Rome,34,Mid
EMP0263843,Jaylinn van Venrooy,Sales,Business Development,2017-06-10,Good,8,Resigned,On-site,101412.0,2017,Netherlands,The Hague,33,Mid
EMP1265251,Maria Franceschi,HR,HR Manager,2017-03-31,Good,4,Active,Hybrid,58438.0,2017,Italy,Venice,31,Mid
EMP0314070,Gustavo Federico Vallés Calzada,Finance,Finance Manager,2017-04-05,Satisfactory,10,Active,On-site,145968.0,2017,Spain,Bilbao,31,Senior
EMP0744352,Timoteo Aroca Fuente,IT,System Admin,2021-03-07,Good,8,Active,On-site,80175.0,2021,Spain,Madrid,31,Mid
EMP1899999,Jacqueline Delattre,Sales,Regional Lead,2023-10-31,Good,1,Active,On-site,40983.0,2023,France,Lyon,21,Junior
EMP1324674,Pellegrino Gritti,Sales,Business Development,2014-07-18,Satisfactory,3,Active,Remote,52664.0,2014,Italy,Milan,26,Junior
EMP1812040,Rosario Bertolucci,HR,Recruiter,2009-04-05,Excellent,17,Active,On-site,183331.0,2009,Italy,Naples,51,Director
EMP1577471,Hugues Noël,Finance,Tax Specialist,2019-05-20,Good,14,Active,Hybrid,159005.0,2019,France,Marseille,39,Senior
EMP0970455,Matthew Harrison,Operations,Operations Manager,2018-09-26,Satisfactory,7,Active,Remote,90458.0,2018,United Kingdom,London,34,Mid
EMP1583795,Jane Hughes,Sales,Sales Manager,2016-12-29,Satisfactory,14,Active,Remote,148279.0,2016,United Kingdom,Leeds,38,Senior
EMP1594251,Jutta Dietz,HR,HR Coordinator,2017-12-30,Satisfactory,0,Terminated,On-site,37989.0,2017,Germany,Cologne,27,Junior
EMP0184760,Erik Carsten,IT,DevOps Engineer,2019-03-04,Good,2,Active,On-site,55414.0,2019,Germany,Munich,25,Junior
EMP1371327,Ann Lawrence,Operations,Supply Chain,2022-02-16,Good,3,Active,Remote,54325.0,2022,United Kingdom,Birmingham,30,Junior
EMP1137419,Julianna Szkaradek,Finance,Finance Manager,2015-10-07,Excellent,9,Resigned,On-site,141237.0,2015,Poland,Wroclaw,34,Senior
EMP0711005,Werner Jessel MBA.,HR,HR Manager,2022-01-19,Good,8,Active,Hybrid,73702.0,2022,Germany,Hamburg,34,Mid
EMP0301794,Olivia Smith,Operations,Operations Manager,2021-06-30,Needs Improvement,7,Active,Hybrid,70674.0,2021,United Kingdom,Leeds,30,Mid
EMP0419989,Benjamin Baxter,HR,Talent Specialist,2023-04-19,Satisfactory,6,Active,Hybrid,60425.0,2023,United Kingdom,Birmingham,31,Mid
EMP0757316,Mr Robin Lawson,HR,Recruiter,2008-03-24,Satisfactory,4,Active,Remote,70964.0,2008,United Kingdom,Birmingham,37,Mid
EMP0726075,Bethany Davies,Operations,Logistics,2025-03-19,Good,8,Active,Remote,73280.0,2025,United Kingdom,Manchester,31,Mid
EMP0703056,Lucio Trentini,HR,Talent Specialist,2018-01-16,Satisfactory,2,Resigned,On-site,36980.0,2018,Italy,Venice,25,Junior
EMP0740775,Maria Moss,HR,Recruiter,2008-03-24,Good,18,Active,On-site,172354.0,2008,United Kingdom,Edinburgh,47,Director
EMP1782890,Annelene Reuter,Sales,Business Development,2023-06-18,Satisfactory,8,Active,On-site,76131.0,2023,Germany,Munich,32,Mid
EMP1236630,Joseph Grant,Sales,Sales Director,2024-01-04,Good,1,Resigned,Remote,58730.0,2024,United Kingdom,Birmingham,27,Junior
EMP0662368,David Fernandes,IT,IT Manager,2024-09-02,Satisfactory,1,Active,Remote,64869.0,2024,France,Marseille,26,Junior
EMP1240076,Alena Franke,HR,Talent Specialist,2010-04-15,Excellent,1,Active,On-site,48755.0,2010,Germany,Frankfurt,35,Junior
EMP1882736,Denis Ferreira,IT,Data Engineer,2016-10-27,Excellent,11,Active,Hybrid,135420.0,2016,France,Toulouse,35,Senior
EMP1485021,Thibaut Delannoy,Sales,Sales Manager,2025-02-10,Good,4,Active,Remote,88699.0,2025,France,Paris,29,Mid
EMP0056661,Sheila Preston,IT,IT Manager,2022-06-20,Satisfactory,3,Active,On-site,65063.0,2022,United Kingdom,London,28,Junior
EMP0496186,Roger Archer,Sales,Sales Director,2019-06-12,Good,5,Active,On-site,76514.0,2019,United Kingdom,Edinburgh,28,Mid
EMP0008096,Alex van Veen-Slaetsdochter,Sales,Sales Executive,2023-10-02,Excellent,1,Active,Remote,53758.0,2023,Netherlands,Amsterdam,29,Junior
EMP1909345,Alexander Palmer-Cook,Sales,Sales Manager,2012-08-26,Good,8,Active,Remote,94014.0,2012,United Kingdom,Birmingham,32,Mid
EMP0143007,Elizabeth Ali-Akhtar,Operations,Logistics,2008-09-09,Satisfactory,10,Active,On-site,131140.0,2008,United Kingdom,Manchester,44,Senior
EMP0420258,Dr Samuel Lowe,HR,HR Director,2024-05-29,Needs Improvement,5,Active,Remote,59519.0,2024,United Kingdom,Edinburgh,27,Mid
EMP0674182,Benigno Moreno Zorrilla,IT,Software Developer,2025-04-21,Good,6,Active,Remote,84384.0,2025,Spain,Bilbao,29,Mid
EMP1147247,Pierre Hölzenbecher,Operations,Operations Manager,2024-08-09,Good,0,Active,On-site,44845.0,2024,Germany,Berlin,26,Junior
EMP1428293,Lorraine Mitchell,Operations,Operations Manager,2025-05-14,Good,2,Active,On-site,44845.0,2025,United Kingdom,Edinburgh,27,Junior
EMP0425195,Claude-Victoire Hoarau,Operations,Operations Manager,2019-04-25,Satisfactory,15,Active,On-site,154080.0,2019,France,Marseille,40,Senior
EMP0376599,Lynn Potts-Gibbons,Finance,CFO,2023-08-08,Good,5,Active,Hybrid,84371.0,2023,United Kingdom,London,30,Mid
EMP0595938,Christina Ackermann B.Eng.,Operations,Operations Analyst,2022-04-21,Satisfactory,7,Active,On-site,82384.0,2022,Germany,Munich,31,Mid
EMP1500921,Norberto Enríquez Vargas,HR,HR Director,2017-06-20,Excellent,3,Resigned,Remote,43208.0,2017,Spain,Barcelona,24,Junior
EMP0426920,Jakub Szygula,Finance,Tax Specialist,2022-03-12,Good,7,Active,Hybrid,105129.0,2022,Poland,Warsaw,32,Mid
EMP1929035,Édith Philippe,Operations,Logistics,2016-12-24,Good,3,Active,Remote,50846.0,2016,France,Lyon,24,Junior
EMP0966774,pan Marcin Kruszka,Operations,Supply Chain,2023-01-17,Excellent,5,Active,Hybrid,72002.0,2023,Poland,Krakow,31,Mid
EMP1423837,Pierangelo Desio,IT,Software Developer,2019-02-28,Satisfactory,13,Active,On-site,143451.0,2019,Italy,Rome,35,Senior
EMP0484172,Kelly Lewis-Green,Operations,Supply Chain,2023-04-17,Satisfactory,0,Resigned,On-site,42628.0,2023,United Kingdom,Manchester,23,Junior
EMP1668372,Ms Wendy Shaw,Sales,Sales Manager,2018-01-26,Satisfactory,6,Active,Hybrid,95099.0,2018,United Kingdom,Manchester,32,Mid
EMP1460106,Dawn Naylor,HR,Talent Specialist,2020-01-01,Excellent,7,Resigned,Hybrid,67976.0,2020,United Kingdom,Leeds,27,Mid
EMP1792773,Zacharie Vincent,IT,System Admin,2016-02-18,Satisfactory,14,Resigned,Remote,140238.0,2016,France,Marseille,43,Senior
EMP1051994,Claude Samson,HR,Recruiter,2008-03-24,Needs Improvement,15,Active,On-site,136233.0,2008,France,Marseille,43,Senior
EMP1692108,Maria Polani,Operations,Logistics,2021-12-14,Satisfactory,4,Active,Hybrid,74536.0,2021,Italy,Naples,29,Mid
EMP1686085,Alphonse Roy,Sales,Business Development,2008-08-07,Satisfactory,8,Active,Hybrid,99836.0,2008,France,Nice,33,Mid
EMP1494678,Fabio Bottigliero,IT,IT Manager,2025-01-18,Needs Improvement,3,Active,Remote,54558.0,2025,Italy,Turin,32,Junior
EMP1722611,Lisa Barker,Finance,CFO,2023-10-25,Satisfactory,2,Active,On-site,64642.0,2023,United Kingdom,London,28,Junior
EMP0920502,Lola Berends-Horrocks,HR,HR Director,2018-09-21,Good,14,Active,Remote,115620.0,2018,Netherlands,Eindhoven,40,Senior
EMP0348803,Amanda Nicholson,HR,HR Coordinator,2017-02-24,Satisfactory,9,Active,Hybrid,110783.0,2017,United Kingdom,London,34,Senior
EMP0306936,Juliana Mude,HR,HR Director,2023-11-05,Good,0,Active,Hybrid,37081.0,2023,Germany,Berlin,24,Junior
EMP0915807,Joseph François,Sales,Sales Manager,2013-10-12,Good,23,Active,Remote,208919.0,2013,France,Lyon,45,Director
EMP1592548,Anouk Faivre,Finance,Tax Specialist,2021-05-22,Good,3,Resigned,On-site,53098.0,2021,France,Toulouse,25,Junior
EMP0374623,Nicola Collins,Operations,Operations Manager,2020-03-21,Satisfactory,2,Active,On-site,56791.0,2020,United Kingdom,Manchester,28,Junior
EMP0000448,Aitor Jerez Vilanova,IT,Data Engineer,2008-03-24,Needs Improvement,8,Terminated,On-site,109891.0,2008,Spain,Seville,41,Mid
EMP1085072,Janette Oestrovsky,Finance,Accountant,2024-10-24,Excellent,3,Active,Remote,56702.0,2024,Germany,Berlin,26,Junior
EMP0024286,Univ.Prof. Agnes Wiek MBA.,Operations,Supply Chain,2025-05-10,Satisfactory,2,Active,Remote,49987.0,2025,Germany,Hamburg,29,Junior
EMP0695587,Rens de Groot,IT,DevOps Engineer,2008-10-26,Good,17,Active,Hybrid,210889.0,2008,Netherlands,The Hague,46,Director
EMP1112748,Amor Aroca-Luís,Sales,Business Development,2023-11-07,Good,7,Active,Remote,76265.0,2023,Spain,Madrid,29,Mid
EMP1096007,Marta Molina Bello,Operations,Logistics,2012-02-18,Satisfactory,13,Active,Remote,116285.0,2012,Spain,Barcelona,36,Senior
EMP1748406,Gisela Weimer,HR,Recruiter,2020-08-05,Good,8,Active,On-site,60082.0,2020,Germany,Cologne,28,Mid
EMP0903941,Françoise Voisin-Devaux,HR,HR Manager,2018-05-31,Excellent,4,Active,On-site,74742.0,2018,France,Lyon,29,Mid
EMP0277418,Miss Wendy Bartlett,Sales,Regional Lead,2025-09-03,Good,7,Active,On-site,84347.0,2025,United Kingdom,Birmingham,35,Mid
EMP0698694,Remigio Aroca-Matas,Operations,Logistics,2017-01-22,Good,6,Active,Hybrid,69357.0,2017,Spain,Seville,30,Mid
EMP1827169,Gilles Schneider-Hoarau,Sales,Regional Lead,2024-01-30,Satisfactory,8,Active,Remote,77958.0,2024,France,Lyon,32,Mid
EMP0929583,Stéphane Costa,Sales,Sales Manager,2024-06-01,Good,2,Active,On-site,46547.0,2024,France,Nice,26,Junior
EMP1577416,Sylvia Franscini,IT,System Admin,2017-09-22,Good,14,Active,On-site,147002.0,2017,Italy,Turin,41,Senior
EMP0354047,Benoît Noël,Finance,CFO,2013-02-28,Good,12,Active,Remote,139289.0,2013,France,Lyon,37,Senior
EMP0864197,Annetta Capecchi,Finance,Financial Analyst,2025-11-26,Good,8,Active,On-site,86266.0,2025,Italy,Rome,35,Mid
EMP0112756,Ms Kate Khan,Sales,Business Development,2017-10-08,Good,10,Active,On-site,128654.0,2017,United Kingdom,Edinburgh,37,Senior
EMP1335193,Juan José Checa Moraleda,Sales,Sales Director,2022-02-11,Excellent,3,Active,On-site,51659.0,2022,Spain,Valencia,28,Junior
EMP1342751,Dorota Jarmula,IT,Software Developer,2022-06-21,Excellent,5,Active,On-site,88962.0,2022,Poland,Warsaw,29,Mid
EMP1877080,Branko Heintze B.Eng.,HR,Talent Specialist,2025-01-26,Good,1,Active,On-site,45090.0,2025,Germany,Hamburg,29,Junior
EMP0324841,Agathe Albert,Sales,Regional Lead,2022-04-19,Good,8,Active,On-site,92727.0,2022,France,Lyon,36,Mid
EMP1207163,Christa-Maria Scheibe,Sales,Sales Director,2021-07-06,Good,4,Active,On-site,84970.0,2021,Germany,Hamburg,24,Mid
EMP1868742,Dominique Perrot,HR,HR Director,2019-05-07,Good,3,Active,Hybrid,43298.0,2019,France,Toulouse,28,Junior
EMP1828979,Mrs Vanessa Webb,Sales,Regional Lead,2020-10-29,Excellent,9,Active,Remote,118984.0,2020,United Kingdom,Leeds,34,Senior
EMP1912803,Michelle-Susan Camus,Operations,Logistics,2024-02-16,Good,0,Active,Hybrid,49657.0,2024,France,Nice,23,Junior
EMP0061459,Lia Wohlgemut,Finance,Finance Manager,2014-11-20,Good,20,Active,On-site,238271.0,2014,Germany,Frankfurt,47,Director
EMP0833354,Mrs Lynne Wells,Operations,Supply Chain,2024-12-31,Satisfactory,2,Active,Hybrid,52590.0,2024,United Kingdom,London,26,Junior
EMP1253732,Vitali Söding,IT,IT Manager,2023-09-04,Satisfactory,10,Active,Remote,149078.0,2023,Germany,Berlin,36,Senior
EMP1780306,Marlis Misicher,IT,IT Manager,2023-06-21,Satisfactory,4,Active,Remote,103202.0,2023,Germany,Hamburg,28,Mid
EMP1057496,Kamil Noack,Finance,Financial Analyst,2024-08-05,Satisfactory,1,Active,On-site,46857.0,2024,Germany,Hamburg,22,Junior
EMP0620637,Ms Georgia Simpson,IT,IT Manager,2013-11-19,Good,3,Active,Remote,65669.0,2013,United Kingdom,Leeds,26,Junior
EMP0102010,Michaela Trub,Finance,Accountant,2025-05-21,Satisfactory,0,Active,On-site,52829.0,2025,Germany,Munich,25,Junior
EMP0943192,Ulrike Wilms,HR,HR Director,2015-09-18,Excellent,30,Active,Hybrid,217092.0,2015,Germany,Munich,59,Director
EMP1424185,Margaud Da Silva,HR,HR Coordinator,2011-04-17,Satisfactory,12,Active,On-site,97809.0,2011,France,Lyon,38,Senior
EMP0081539,Bertrand Chauveau,IT,Data Engineer,2024-08-16,Good,5,Active,Remote,81669.0,2024,France,Toulouse,28,Mid
EMP1329165,Samu de Tejedor,Operations,Operations Director,2025-08-18,Satisfactory,3,Active,On-site,41107.0,2025,Spain,Bilbao,28,Junior
EMP0580768,Ulises Pujadas Iglesias,IT,Data Engineer,2014-09-19,Satisfactory,29,Active,On-site,255627.0,2014,Spain,Valencia,57,Director
EMP1749464,Mr Mohammad Patel,Sales,Business Development,2025-12-27,Good,7,Active,On-site,93977.0,2025,United Kingdom,Birmingham,32,Mid
EMP0829635,Gilles Delahaye du Normand,Sales,Business Development,2017-08-05,Good,11,Active,On-site,132671.0,2017,France,Paris,34,Senior
EMP1985193,Dott. Elvira Cutrufo,Operations,Operations Director,2025-10-22,Satisfactory,3,Active,Hybrid,53355.0,2025,Italy,Milan,27,Junior
EMP1812153,Nout Heinrichs,IT,Data Engineer,2023-12-29,Excellent,7,Active,On-site,105796.0,2023,Netherlands,The Hague,34,Mid
EMP0855644,Martina Estefanía Galvez Marti,IT,Data Engineer,2024-02-15,Good,5,Active,Hybrid,77280.0,2024,Spain,Seville,29,Mid
EMP1886824,Mrs Lindsey Watts,Operations,Operations Manager,2022-11-13,Excellent,3,Resigned,On-site,55731.0,2022,United Kingdom,Edinburgh,29,Junior
EMP0226013,Lise de Jode Vastraedsd,IT,IT Manager,2023-01-30,Good,4,Active,Remote,89538.0,2023,Netherlands,Rotterdam,28,Mid
EMP0729025,Miss Victoria Cross,Operations,Operations Analyst,2013-02-16,Satisfactory,8,Active,On-site,67494.0,2013,United Kingdom,Birmingham,33,Mid
EMP1609977,Clare Begum-Ali,Sales,Sales Director,2021-03-21,Good,4,Active,On-site,86460.0,2021,United Kingdom,Manchester,27,Mid
EMP1301534,Miss Megan Rice,Finance,Accountant,2026-02-22,Good,5,Active,Hybrid,88249.0,2026,United Kingdom,Birmingham,29,Mid
EMP1362777,Murat Berger,Finance,CFO,2021-10-29,Good,4,Active,On-site,93778.0,2021,Germany,Frankfurt,26,Mid
EMP1168614,pan Stefan Martynowicz,IT,DevOps Engineer,2024-01-13,Excellent,2,Active,Remote,58929.0,2024,Poland,Wroclaw,25,Junior
EMP1496970,Nathalie Lebreton-Allain,IT,Software Developer,2008-03-24,Excellent,27,Active,Hybrid,256739.0,2008,France,Nice,58,Director
EMP1031498,Valerie Cook-James,IT,IT Manager,2023-11-23,Good,4,Active,Hybrid,89166.0,2023,United Kingdom,Leeds,27,Mid
EMP0659827,Lara Jiménez-Fuertes,IT,System Admin,2026-02-25,Good,3,Active,On-site,55930.0,2026,Spain,Bilbao,25,Junior
EMP0188756,Griselda López,Sales,Regional Lead,2018-07-21,Satisfactory,4,Active,Remote,95474.0,2018,Spain,Seville,31,Mid
EMP1591462,Corinna Putz-Rust,Finance,Finance Manager,2024-12-25,Good,2,Active,On-site,48902.0,2024,Germany,Hamburg,30,Junior
EMP0878726,Prof. Lukas Hein,Finance,Financial Analyst,2008-03-24,Excellent,6,Active,On-site,100002.0,2008,Germany,Frankfurt,31,Mid
EMP0139609,Sandra Orozco Pujadas,Operations,Logistics,2024-09-15,Good,0,Active,On-site,50957.0,2024,Spain,Barcelona,23,Junior
EMP0841502,Marcella Cibin,HR,HR Director,2020-05-24,Excellent,7,Active,Hybrid,68426.0,2020,Italy,Venice,32,Mid
EMP0567966,Thijn Everts-Friehus,Sales,Sales Executive,2020-03-31,Good,15,Active,On-site,157651.0,2020,Netherlands,The Hague,41,Senior
EMP1170339,Máxima Mascaró,Sales,Business Development,2024-08-22,Excellent,4,Active,On-site,87909.0,2024,Spain,Barcelona,29,Mid
EMP0566117,Esther Jurado Cabeza,Operations,Supply Chain,2025-02-03,Excellent,2,Active,Hybrid,53429.0,2025,Spain,Barcelona,29,Junior
EMP0311138,Christophe Gosselin,Operations,Operations Manager,2024-06-13,Satisfactory,8,Active,On-site,72748.0,2024,France,Toulouse,32,Mid
EMP0096437,Mercedes Filzi,Sales,Regional Lead,2024-10-07,Good,4,Active,Remote,87745.0,2024,Italy,Naples,31,Mid
EMP1055978,Élodie Goncalves,Sales,Business Development,2022-10-26,Good,2,Resigned,On-site,47516.0,2022,France,Paris,25,Junior
EMP0528958,Waltraud Jopich,Sales,Business Development,2020-06-24,Good,13,Active,On-site,135163.0,2020,Germany,Hamburg,36,Senior
EMP1856418,Andreas Fischer-Klapp,IT,Software Developer,2023-01-22,Good,8,Active,On-site,108530.0,2023,Germany,Hamburg,34,Mid
EMP1364093,Mohammad Jones,Finance,Accountant,2021-03-01,Good,14,Active,On-site,134338.0,2021,United Kingdom,London,41,Senior
EMP0512559,Belinda Loos,IT,Software Developer,2017-07-08,Good,14,Active,Remote,150775.0,2017,Germany,Cologne,37,Senior
EMP1523552,Nicola Vismara,Sales,Sales Director,2008-03-24,Good,12,Active,On-site,153935.0,2008,Italy,Rome,42,Senior
EMP0210520,Matthijs Hondeveld-Rehorst,Sales,Sales Manager,2025-12-13,Excellent,2,Resigned,On-site,59329.0,2025,Netherlands,Utrecht,27,Junior
EMP1392215,Babett Schmiedecke,Sales,Business Development,2021-02-26,Satisfactory,4,Active,On-site,77695.0,2021,Germany,Munich,31,Mid
EMP1281518,Mrs Barbara Price,Operations,Operations Analyst,2020-07-27,Satisfactory,5,Active,On-site,88838.0,2020,United Kingdom,London,29,Mid
EMP0648261,Corinne Gomes,Sales,Sales Executive,2018-12-12,Good,5,Active,Remote,93228.0,2018,France,Paris,32,Mid
EMP1304324,Martin de Roche,Sales,Regional Lead,2008-03-24,Good,10,Active,On-site,145820.0,2008,France,Lyon,41,Senior
EMP1895401,Dipl.-Ing. Monja Wulf B.A.,Sales,Sales Executive,2016-01-21,Satisfactory,29,Active,On-site,239803.0,2016,Germany,Cologne,61,Director
EMP0287328,Jill Norris,Sales,Business Development,2021-05-28,Good,7,Resigned,Remote,94421.0,2021,United Kingdom,Edinburgh,34,Mid
EMP0896063,Ricarda Menendez Alegria,Sales,Sales Executive,2019-12-23,Good,0,Active,Remote,55609.0,2019,Spain,Madrid,27,Junior
EMP1262072,Mrs Dorothy Smith,Sales,Business Development,2024-01-22,Good,4,Active,On-site,87888.0,2024,United Kingdom,Manchester,26,Mid
EMP1992094,Ludovica Verga-Donini,Sales,Sales Director,2025-01-29,Good,0,Active,Remote,60122.0,2025,Italy,Venice,27,Junior
EMP1215477,Anita Sainz Reyes,Sales,Regional Lead,2008-03-24,Satisfactory,11,Active,On-site,149560.0,2008,Spain,Seville,35,Senior
EMP0588159,Melisa Ignacia Adadia Carballo,Finance,CFO,2020-09-16,Good,14,Active,On-site,176146.0,2020,Spain,Valencia,41,Senior
EMP1516992,Elizabeth Henderson-Chambers,Sales,Regional Lead,2023-11-29,Good,5,Active,On-site,97459.0,2023,United Kingdom,Manchester,31,Mid
EMP1978852,Katy Williams,Finance,Tax Specialist,2019-06-11,Excellent,8,Active,Remote,81694.0,2019,United Kingdom,Edinburgh,31,Mid
EMP1493012,Mr Daniel Adams,Finance,CFO,2023-10-18,Satisfactory,14,Active,On-site,135370.0,2023,United Kingdom,Birmingham,39,Senior
